adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",,126015,tt1552976,en,America before Columbus,"History books traditionally depict the pre-Columbus Americas as a pristine wilderness where small native villages lived in harmony with nature.  But scientific evidence tells a very different story: When Columbus stepped ashore in 1492, millions of people were already living there. America wasnâ€™t exactly a New World, but a very old one whose inhabitants had built a vast infrastructure of cities, orchards, canals and causeways.",0.04366,/vQbL0oYKsp6BeWFZmLtYtLT8DEL.jpg,[],[],11/22/2009,0,91,[],Released,National Geographic presents America Before Columbus,America before Columbus,FALSE,9,1
FALSE,"{'id': 165131, 'name': 'Dreileben', 'poster_path': '/9FT9tlGDC0l6muip8yKL4ZBMKFt.jpg', 'backdrop_path': '/uB7bgHO8L1nTZZOqoQLc3uwRzo8.jpg'}",0,"[{'id': 18, 'name': 'Drama'}]",,94336,tt2587742,de,Dreileben: Etwas Besseres als den Tod,"Johannes is a loner who wants a better job. And then he meets Ana. Ana is attractive and even though her job is even less prestigious than Johannes's, he falls for her. And then she quits her job to be with him (and be dependent on him) and suddenly things become much more serious. She has fallen for him. But does he still love her? Did he ever? Enter Sarah. Sarah is the daughter of Johannes's boss. He and she have a past. Will Sarah and what she represents be his future, and Ana just a memory, something he'd like to erase?",0.085509,/jE7NxXRPmRDly6r2QyyYrKUC3HZ.jpg,"[{'name': 'Schramm Film Koerner & Weber', 'id': 138}, {'name': 'Bayerischer Rundfunk (BR)', 'id': 7333}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",4/13/2011,0,88,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Dreileben: Beats Being Dead,FALSE,9,2
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",http://thelastmountainmovie.com/,53328,tt1787816,en,The Last Mountain,"In the valleys of Appalachia, a battle is being fought over a mountain, the consequences of which affect every American; it's a battle that has taken innocent lives and threatens to take more. It is a battle over protecting our health and environment from the destructive power of Big Coal. Mining and burning coal is at the epicenter of America's struggle to balance its energy needs with environmental and health concerns. Nowhere is that concern greater than in Coal River Valley, West Virginia, where a small but passionate group of ordinary citizens are trying to stop Big Coal corporations, like Massey Energy, from continuing the devastating practice of Mountain Top Removal.",0.07821,/xApwDtxLNcBgK2j77rzIMQqVkXQ.jpg,"[{'name': 'Falco', 'id': 6606}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/3/2011,90425,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Post Production,A Fight For Our Future,The Last Mountain,FALSE,9,2
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",http://www.positionamongthestars.com/,58287,tt1742178,en,Stand van de sterren,"Through the eyes of grandmother Rumidjah, a poor old Christian woman living in the slums of Jakarta, we see the economical changing society of Indonesia and the influence of globalization reflected in the life of her juvenile granddaughter Tari and her sons Bakti and Dwi.",0.49163,/aP2sc3fw6wyJub7cdkc91J82JiQ.jpg,[],"[{'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'ID', 'name': 'Indonesia'}]",3/3/2011,0,109,"[{'iso_639_1': 'id', 'name': 'Bahasa indonesia'}]",Released,"One family, three generations, facing globalisation in Indonesia",Position Among the Stars,FALSE,9,3
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",,105583,tt0196499,en,Diaries Notes and Sketches,An epic portrait of the New York avant-garde art scene of the 60s.,0.397825,/aCUk6nAEIunT99inHjtBDhHtGTI.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/1/1969,0,180,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Diaries Notes and Sketches,FALSE,9,3
FALSE,,0,[],,378452,tt0086667,en,The Barchester Chronicles,"When a crusade against the Church of England's practice of self-enrichment misfires, scandal taints the cosy community of Barchester when their local church becomes the object of a scathing, investigative report.",0.027777,/mhP2ifRNhFropPbKqU50YH5hCsm.jpg,[],[],11/10/1982,0,370,[],Released,,The Barchester Chronicles,FALSE,9,1
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",,288121,tt0285089,en,Fearful Symmetry,"A documentary about the making of ""To Kill a Mockingbird"".",0.089356,,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/1998,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Fearful Symmetry,FALSE,9,1
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",,288295,tt0996957,en,Lana Turner... a Daughter's Memoir,A rare behind the scenes look at the tragedies and bitter disappointments that plagued one of MGM's most popular leading ladies,0.036478,,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/2001,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Lana Turner... a Daughter's Memoir,FALSE,9,1
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",http://www.apocalypsenow.com,4539,tt0102015,en,Hearts of Darkness: A Filmmaker's Apocalypse,"A chronicle of the production problems â€” including bad weather, actors' health, war near the filming locations, and more â€” which plagued the filming of Apocalypse Now, increasing costs and nearly destroying the life and career of Francis Ford Coppola.",4.617117,/iQLXcATpUxrRdEzxoDqzCgYllnT.jpg,"[{'name': 'American Zoetrope', 'id': 70}, {'name': 'Cineplex-Odeon Films', 'id': 5231}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/6/1991,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The magic and madness of making Apocalypse Now,Hearts of Darkness: A Filmmaker's Apocalypse,FALSE,8,61
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,47252,tt0102313,en,The Linguini Incident,"The Linguini Incident is a 1991 American comedic film set in New York starring David Bowie and Rosanna Arquette. The film was directed by Richard Shepard, who co-wrote the script with Tamar Brott. Marlee Matlin, Buck Henry and Iman co-star.  Lucy (Arquette) is a frustrated magician, specifically an escape artist, who is obsessed with becoming a modern female version of Harry Houdini. She collects Houdini artifacts and waits for her big break while working as a waitress at a trendy Manhattan restaurant. With British bartender, Monte (Bowie), and her roommate Vivian, she arranges a heist of the restaurant. Monte is also determined to get Lucy to marry him, under the pretense that he needs his green card.",0.073196,/ybl4cMbCvjBmIFueOX1ehipuYNP.jpg,"[{'name': 'Isolar', 'id': 36122}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/1991,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He wants to be tied down. She wants to be tied up. It's not what you think.,The Linguini Incident,FALSE,8,2
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,29927,tt0116860,sr,Lepa sela lepo gore,"In the opening stages of the Bosnian War, a small group of Serbian soldiers are trapped in a tunnel by a Muslim force.",2.245575,/jbGHYtLdlS175kEXS1XysnDcLVy.jpg,"[{'name': 'Radio Televizija Srbije', 'id': 13027}, {'name': 'Cobra Films', 'id': 37535}, {'name': 'MCRS', 'id': 83034}]","[{'iso_3166_1': 'RS', 'name': 'Serbia'}]",5/11/1996,0,115,"[{'iso_639_1': 'bs', 'name': 'Bosanski'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sr', 'name': 'Srpski'}]",Released,,"Pretty Village, Pretty Flame",FALSE,8,28
FALSE,,0,"[{'id': 53, 'name': 'Thriller'}]",,274669,tt0219887,cn,é?çåœ¨é‚?ç·£,"Rookie policeman Shing (Louis Koo) grapples with right and wrong in this action-packed story about Hong Kong gangsters. Assigned to go undercover, Shing is so successful in playing the part of a gang member that he becomes right-hand man to gang leader Fei Ling (Andy Lau). Shing comes to respect Fei Ling and question his original motives, but the troubled cop must make a crucial decision before rival gangs and impatient cops move in for the kill.",0.794382,/dVymFVEyBUzlvWaDr2eL1cDrS8Z.jpg,[],[],10/15/1999,0,0,"[{'iso_639_1': 'cn', 'name': 'å?¿å·?è¯ù / å»£å·?è©±'}]",Released,,Century of the Dragon,FALSE,8,2
FALSE,"{'id': 4563, 'name': 'The Vengeance Collection', 'poster_path': '/ilyS5xmHzMtTq4ngVRNKvZEbSRo.jpg', 'backdrop_path': '/t5zZZOvXK8m5z1omMdEEWcL6ywl.jpg'}",3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 28, 'name': 'Action'}]",,670,tt0364569,ko,ì˜¬ë“œë?´ìù´,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.",10.616859,/rIZX6X0MIHYEebk6W4LABT9VP2c.jpg,"[{'name': 'Egg Films', 'id': 398}, {'name': 'Show East', 'id': 399}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",1/1/2003,14980005,120,"[{'iso_639_1': 'ko', 'name': 'í•œêµ?ì–´/ì¡°ì„ ë§ê'}]",Released,"15 years of imprisonment, five days of vengeance",Oldboy,FALSE,8,2000
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",,43872,tt0027387,en,Born to Dance,"Sailor Ted meets and falls in love with Nora Paige, an aspiring Broadway show dancer, at the Lonely Hearts Club. After Ted rescues Lucy James' Pekinese during a public relations campaign on his submarine, Lucy falls in love with Ted; and Ted's captain orders him to meet Lucy for a date at a night club breaking a date with Nora. When she sees a picture of Ted and Lucy in the newspaper, Nora, who lives with Jenny and her daughter (Jenny's husband is Gunny), no longer wants anything to do with Ted.",0.370507,/70AuRQClUSOZayCJ4EerulG2Z0R.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/27/1936,0,106,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,M*G*M's successor to 'THE GREAT ZIEGFELD',Born to Dance,FALSE,8,1
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,32546,tt0329330,es,Lugares comunes,,0.477275,/vir9QC4veef3Bu163ragOB9yUOo.jpg,"[{'name': 'Instituto Nacional de Cine y Artes Audiovisuales (INCAA)', 'id': 6458}, {'name': 'TelevisiÃ?n EspaÃ±ola (TVE)', 'id': 6639}, {'name': 'Instituto de la CinematografÃ?a y de las Artes Audiovisuales (ICAA)', 'id': 9974}, {'name': 'Adolfo Aristarain', 'id': 30290}, {'name': 'Tornasol Films S.A.', 'id': 45190}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",10/4/2002,0,110,"[{'iso_639_1': 'es', 'name': 'EspaÃ±ol'}]",Released,,Lugares comunes,FALSE,8,4
FALSE,,0,[],,56655,tt0408017,en,Mustafa HakkÄ±nda Her Å?ey,"A man is forced to confront his past after he loses everything in an accident. Mustafa is a successful business man living a seemingly great life with his family when an accident takes it all away from him and leaves him with many questions and a cab driver, Fikret, who can answer it all. Mustafa is due to get a lot more than what he bargained for, however, as his interrogations take him to long-forgotten childhood memories and force him to see his formerly perfect life from a very different perspective.",1.014129,/izdG01ANotqqt4kdK9EcDtZhZ2D.jpg,[],[],3/19/2004,0,0,[],Released,,Everything about Mustafa,FALSE,8,9
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,43824,tt0033238,en,Waterloo Bridge,"On the eve of World War II, a British officer revisits Waterloo Bridge and recalls the young man he was at the beginning of World War I and the young ballerina he met just before he left for the front. Myra stayed with him past curfew and is thrown out of the corps de ballet. She survives on the streets of London, falling even lower after she hears her true love has been killed in action. But he wasn't killed. Those terrible years were nothing more than a bad dream is Myra's hope after Roy finds her and takes her to his family's country estate.",2.034638,/r3UnDylm6nLgqlh2n2qbZNXeQGV.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/17/1940,0,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Waterloo Bridge,FALSE,8,28
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,50183,tt0075404,ru,?’??ÑÅÑ…???¶?´?µ???¸?µ,"Two Soviet partisans leave their starving band to get supplies from a nearby farm. The Germans have reached the farm first, so the pair must go on a journey deep into occupied territory, a voyage that will also take them deep into their souls.",2.113171,/eZ2RqIznbQpogQtyKFsSQxoP2VK.jpg,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",4/2/1977,0,111,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'PÑƒÑÅÑÅ?º?¸??'}]",Released,,The Ascent,FALSE,8,28
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",,56946,tt0379577,it,Vodka Lemon,"Hamo, a handsome 60-year old man, lives alone in a Romenian village with one of his daughters and his granddaughter. He also owns a retirement of seven dollars per month, a closet, an old russian television set and a military costume.A letter from his second daughter arrives from France.A rumor runs through the village: the envelope would be full of money...But Hamo doesn't think but of the beautiful unknown girl from the cemetery.",0.977228,/doOXUBLOThI2qvXtIrXj1lhH3VK.jpg,"[{'name': 'Paradise Films', 'id': 10645}, {'name': 'Amka Films Productions', 'id': 71818}, {'name': 'DulcinÃ© Films', 'id': 81974}]","[{'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'AM', 'name': 'Armenia'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",11/21/2003,0,87,"[{'iso_639_1': 'hy', 'name': ''}, {'iso_639_1': 'fr', 'name': 'FranÃ§ais'}, {'iso_639_1': 'ku', 'name': ''}, {'iso_639_1': 'ru', 'name': 'PÑƒÑÅÑÅ?º?¸??'}]",Released,,Vodka Lemon,FALSE,8,4
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,17595,tt0346800,en,Cowards Bend the Knee,"Story of Guy Maddin, hockey player for the Maroons, and son of a local hairdresser/abortion doctor. Guy tries to overcome his own cowardice (and multiple head-knocks) as he navigates through a dream-like Winnipeg.",1.350831,/cH6xrbjGB7OIJQdHkmCDqxG9vx3.jpg,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1/1/2003,0,64,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Cowards Bend the Knee,FALSE,8,3
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,33117,tt0043030,en,Tea for Two,"In this reworking of ""No, No, Nanette,"" wealthy heiress Nanette Carter bets her uncle $25,000 that she can say ""no"" to everything for 48 hours. If she wins, she can invest the money in a Broadway show featuring songs written by her beau, and of course, in which she will star. Trouble is, she doesn't realize her uncle's been wiped out by the Stock Market crash.",1.196395,/wm8EfaHijeTus44Sv2lXF4oHSP.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/2/1950,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Everybody's goin' gay with --,Tea for Two,FALSE,8,1
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",,108994,tt0039437,en,Green Dolphin Street,"Sophie loved Edmund, but he left town when her parents forced her to marry wealthy Octavius. Years later, Edmund returns with his son, William. Sophie's daughter, Marguerite, and William fall in love. Marguerite's sister, Marianne, also loves William. Timothy, a lowly carpenter, secretly loves Marianne. He kills a man in a fight, and Edmund helps him flee to New Zealand. William deserts inadvertently from the navy, and also flees in disgrace to New Zealand, where he and Timothy start a profitable business. One night, drunk, William writes Octavius, demanding his daughter's hand; but, being drunk, he asks for the wrong sister.",0.210988,/sazvgRTqGGyMEP0sFRiZJyXuiSB.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/5/1947,0,141,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Fiery Girl Who Dares The Dangers Of The Sea And A Savage Land... Fighting For The Love Of A Bold Adventurer!,Green Dolphin Street,FALSE,8,1
FALSE,,0,[],,143223,tt0262411,en,Fatty Drives the Bus,"Oh no! It appears as if Satan isn't going to fill his soul quota this month! So of course, he turns himself into a tour guide and takes a bus-load of unsuspecting tourists on a ride down the highway to hell.",0.140298,/bQXfsWcpybm8KP12XPqSFkqS2Vs.jpg,[],[],3/14/1999,0,82,[],Released,,Fatty Drives the Bus,FALSE,8,1
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,48693,tt0070359,fr,La maman et la putain,"In this sexually frank French drama, the aimless young Alexandre  juggles his relationships with his girlfriend, Marie, and a casual lover named Veronika. The dialogue-heavy film focuses intently on the love triangle, with Marie increasingly jealous of Alexandre's fling with Veronika. As the trio continues their unsustainable affair, the emotional stakes get higher, leading to conflict and unhappiness.",2.301664,/AgkkPJpeRTfqZqyfG4jaokIHuCk.jpg,"[{'name': 'Les Films du Losange', 'id': 223}, {'name': 'V.M. Productions', 'id': 1628}, {'name': 'Elite Films', 'id': 8617}, {'name': 'CinÃ© Qua Non', 'id': 8618}, {'name': 'Simar Films', 'id': 21466}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",5/1/1973,0,217,"[{'iso_639_1': 'fr', 'name': 'FranÃ§ais'}]",Released,,The Mother and the Whore,FALSE,8,31
FALSE,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 9648, 'name': 'Mystery'}]",http://www.mindgame.jp,21712,tt0452039,ja,Mind Game,"The film follows Nishi, a loser who has a crush on his childhood girlfriend. After an encounter with the Japanese mafia, the film follows Nishi as he journeys to heaven and back, and ends up trapped in an even more unlikely place.",3.586257,/yG195r5lEfYN7HCf5XtDT050a9o.jpg,"[{'name': 'Asmik Ace Entertainment', 'id': 3033}, {'name': 'Studio 4Â°C', 'id': 11671}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",8/7/2004,0,103,"[{'iso_639_1': 'ja', 'name': 'æ—¥æœ¬èª?'}]",Released,,Mind Game,FALSE,8,46
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",http://iraqforsale.org/,40862,tt0815181,en,Iraq for Sale: The War Profiteers,"Documentary portraying the actions of U.S. corporate contractors in the U.S.-Iraq war. Interviews with employees and former employees of such companies as Halliburton, CACI, and KBR suggest that government cronyism is behind apparent ""sweetheart"" deals that give such contractors enormous freedom to profit from supplying support and material to American troops while providing little oversight. Survivors of employees who were killed discuss the claim that the companies cared more for profit than for the welfare of their own workers, and soldiers indicate that the quality of services provided is sub-standard and severely in contradiction to the comparatively huge profits being generated. Also depicted are the unsuccessful attempts by the filmmakers to get company spokesmen to respond to the charges made by the interviewees.",0.303529,/t4gyeCWnBsTimm1ZzeWrQxK2MlA.jpg,[],[],1/1/2006,0,75,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Iraq for Sale: The War Profiteers,FALSE,8,6
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,111642,tt0030746,en,St. Martin's Lane,"On the sidewalks of the London theater district the buskers (street performers) earn enough coins for a cheap room. Charles, who recites dramatic monologues, sees that a young pickpocket, Libby, also has a talent for dancing and adds her to his act. Harley, the theater patron who never knew Libby took his gold cigarette case, is impressed by Libby's dancing and invites her to bring Charles and the other buskers in his group to an after-the-play party. Libby comes alone. A theatrical career is launched.",2.115376,/gurlaKU0THaY36S1CFokyFLNIJ5.jpg,"[{'name': 'Mayflower Pictures Corporation', 'id': 14701}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",10/18/1938,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Heart-Stirring Drama of Peace-Time London!,St. Martin's Lane,FALSE,8,5
